orig_index,disambiguated_entity,disambiguated_entity_id,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference.1,race_ethnicity,comment/reference.2,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference.3
135,alexa mieses,1383177550,Female,https://www.med.unc.edu/fammed/directory/alexa-mieses-malchuk-md/,She,https://www.med.unc.edu/fammed/directory/alexa-mieses-malchuk-md/,Black/African,https://www.med.unc.edu/fammed/directory/alexa-mieses-malchuk-md/,Yes,Yes,No,No,No,No,No,https://www.med.unc.edu/fammed/directory/alexa-mieses-malchuk-md/
137,alexander billioux,3111225005,Male,https://www.nola.com/news/healthcare_hospitals/article_e3543f26-04f8-11eb-b32e-670b48ee18bf.html,He,https://www.nola.com/news/healthcare_hospitals/article_e3543f26-04f8-11eb-b32e-670b48ee18bf.html,White/European,https://www.nola.com/news/healthcare_hospitals/article_e3543f26-04f8-11eb-b32e-670b48ee18bf.html,Yes,Yes,No,Yes,No,No,No,"https://www.ispor.org/conferences-education/conferences/past-conferences/ispor-summit-2018/program/speakers/speaker/alexander-billioux,https://stacks.cdc.gov/view/cdc/100091"
138,alexander edwards,3834164154,Male,https://www.reading.ac.uk/pharmacy/about/staff/a-d-edwards.aspx,He,https://www.reading.ac.uk/pharmacy/about/staff/a-d-edwards.aspx,White/European,https://www.reading.ac.uk/pharmacy/about/staff/a-d-edwards.aspx,Yes,No,No,No,No,No,No,https://www.reading.ac.uk/pharmacy/about/staff/a-d-edwards.aspx
140,alexander halavais,3846115740,Male,https://en.wikipedia.org/wiki/Alexander_Halavais,He,https://en.wikipedia.org/wiki/Alexander_Halavais,White/European,https://en.wikipedia.org/wiki/Alexander_Halavais,No,No,Yes,No,No,No,No,https://en.wikipedia.org/wiki/Alexander_Halavais
141,alexander huang chieh cheng,4206947644,Male,https://www.gettyimages.dk/detail/news-photo/alexander-huang-chieh-cheng-vice-chairman-of-taiwans-news-photo/1126306397,No info,https://www.gettyimages.dk/detail/news-photo/alexander-huang-chieh-cheng-vice-chairman-of-taiwans-news-photo/1126306397,East Asian,https://www.gettyimages.dk/detail/news-photo/alexander-huang-chieh-cheng-vice-chairman-of-taiwans-news-photo/1126306397,No,No,No,Yes,No,No,No,https://www.gettyimages.dk/detail/news-photo/alexander-huang-chieh-cheng-vice-chairman-of-taiwans-news-photo/1126306397
142,alexander isakov,2145179784,Male,http://emergency.emory.edu/about/team/directory/isakov-alexander.html,He,http://emergency.emory.edu/about/team/directory/isakov-alexander.html,White/European,http://emergency.emory.edu/about/team/directory/isakov-alexander.html,Yes,Yes,No,Yes,No,No,No,"https://www.ahajournals.org/doi/full/10.1161/CIRCULATIONAHA.112.000506,http://emergency.emory.edu/about/team/directory/isakov-alexander.html"
143,alexander kekule,2290220305,Male,https://en.wikipedia.org/wiki/Alexander_Kekul%C3%A9,He,https://en.wikipedia.org/wiki/Alexander_Kekul%C3%A9,White/European,https://en.wikipedia.org/wiki/Alexander_Kekul%C3%A9,Yes,Yes,No,No,Yes,No,No,https://en.wikipedia.org/wiki/Alexander_Kekul%C3%A9
144,alexander l greninger,4036011426,Male,https://www.uwmedicine.org/bios/alexander-greninger#about-tab,He,https://www.uwmedicine.org/bios/alexander-greninger#about-tab,White/European,https://www.uwmedicine.org/bios/alexander-greninger#about-tab,Yes,Yes,No,No,No,No,No,"https://link.springer.com/article/10.1186/s13073-015-0220-9,https://www.uwmedicine.org/bios/alexander-greninger#about-tab"
145,alexander lukashenko,3031503089,Male,https://en.wikipedia.org/wiki/Alexander_Lukashenko,He,https://en.wikipedia.org/wiki/Alexander_Lukashenko,White/European,https://en.wikipedia.org/wiki/Alexander_Lukashenko,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Alexander_Lukashenko
146,alexander morden,1033257890,Male,https://doctor.webmd.com/doctor/alexander-morden-c64cee99-2f4e-4c0a-9ce6-c63d6961a890-appointments,He,https://www.healthgrades.com/physician/dr-alexander-morden-x7krg,White/European,https://doctor.webmd.com/doctor/alexander-morden-c64cee99-2f4e-4c0a-9ce6-c63d6961a890-appointments,No,Yes,No,No,No,No,No,https://www.healthgrades.com/physician/dr-alexander-morden-x7krg
148,alexandra cirone,1171173565,Female,http://www.acirone.com/,No info,http://www.acirone.com/,White/European,http://www.acirone.com/,No,No,Yes,No,No,No,No,http://www.acirone.com/
149,alexandra phelan,311599243,Female,https://twitter.com/alexandraphelan,She,https://twitter.com/alexandraphelan,White/European,https://twitter.com/alexandraphelan,Yes,No,No,No,No,No,No,https://en.wikipedia.org/wiki/Alexandra_Phelan
150,alexandra sacks,3322467879,Female,https://www.alexandrasacksmd.com/about,She,https://www.alexandrasacksmd.com/about,White/European,https://www.alexandrasacksmd.com/about,Yes,Yes,No,No,No,No,No,"https://www.google.com/books/edition/What_No_One_Tells_You/SjxqDwAAQBAJ?hl=en&gbpv=1&dq=alexandra+sacks&pg=PA15&printsec=frontcover,https://www.alexandrasacksmd.com/about"
151,alexandre bayen,3354636126,Male,https://www2.eecs.berkeley.edu/Faculty/Homepages/bayen.html,He,https://www2.eecs.berkeley.edu/Faculty/Homepages/bayen.html,White/European,https://www2.eecs.berkeley.edu/Faculty/Homepages/bayen.html,No,No,Yes,Yes,No,No,No,https://www2.eecs.berkeley.edu/Faculty/Homepages/bayen.html
152,alexandre white,3382277421,Male,https://www.bu.edu/sociology/graduate-programs/current-students/alexandre-white/,He,https://www.bu.edu/sociology/graduate-programs/current-students/alexandre-white/,Black/African,https://www.bu.edu/sociology/graduate-programs/current-students/alexandre-white/,Yes,No,No,No,No,No,No,https://soc.jhu.edu/directory/alexandre-white/
153,alexandria ocasio cortez,4165642176,Female,https://en.wikipedia.org/wiki/Alexandria_Ocasio-Cortez,She,https://en.wikipedia.org/wiki/Alexandria_Ocasio-Cortez,Latinx,https://en.wikipedia.org/wiki/Alexandria_Ocasio-Cortez,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Alexandria_Ocasio-Cortez
154,alexei navalny,830213940,Male,https://en.wikipedia.org/wiki/Alexei_Navalny,He,https://en.wikipedia.org/wiki/Alexei_Navalny,White/European,https://en.wikipedia.org/wiki/Alexei_Navalny,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Alexei_Navalny
156,alexia harrist,1441198055,Female,https://www.astho.org/StatePublicHealth/Member-Spotlight-Alexia-Harrist/02-15-18/,She,https://www.astho.org/StatePublicHealth/Member-Spotlight-Alexia-Harrist/02-15-18/,White/European,https://www.astho.org/StatePublicHealth/Member-Spotlight-Alexia-Harrist/02-15-18/,Yes,Yes,No,Yes,No,No,No,"https://www.sciencedirect.com/science/article/abs/pii/S2352464218300208,https://www.astho.org/StatePublicHealth/Member-Spotlight-Alexia-Harrist/02-15-18/"
157,alexis mcgill johnson,3628515059,Female,https://en.wikipedia.org/wiki/Alexis_McGill_Johnson,She,https://en.wikipedia.org/wiki/Alexis_McGill_Johnson,Black/African,https://en.wikipedia.org/wiki/Alexis_McGill_Johnson,No,No,No,No,Yes,No,No,https://en.wikipedia.org/wiki/Alexis_McGill_Johnson
159,alfa saadu,1796851109,Male,https://www.thisdaylive.com/index.php/2020/03/31/covid-19-nigerian-born-medical-doctor-alfa-saadu-dies-in-uk/,He,https://www.thisdaylive.com/index.php/2020/03/31/covid-19-nigerian-born-medical-doctor-alfa-saadu-dies-in-uk/,Black/African,https://www.thisdaylive.com/index.php/2020/03/31/covid-19-nigerian-born-medical-doctor-alfa-saadu-dies-in-uk/,No,Yes,No,Yes,No,No,No,"https://www.bmj.com/content/370/bmj.m3007,https://www.thisdaylive.com/index.php/2020/03/31/covid-19-nigerian-born-medical-doctor-alfa-saadu-dies-in-uk/"
160,alfonso jimenez,3042547016,Male,https://www.linkedin.com/in/alfonso-jimenez-ed-d-52b7b379/,He,https://www.sausd.us/site/default.aspx?PageType=3&DomainID=1&ModuleInstanceID=6157&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=95805&PageID=1,Latinx,https://www.linkedin.com/in/alfonso-jimenez-ed-d-52b7b379/,No,No,No,Yes,No,No,No,https://www.linkedin.com/in/alfonso-jimenez-ed-d-52b7b379/
164,alfred kim,322922341,Male,https://publichealth.wustl.edu/scholars/alfred-h-kim/,He,https://publichealth.wustl.edu/scholars/alfred-h-kim/,East Asian,https://publichealth.wustl.edu/scholars/alfred-h-kim/,Yes,Yes,No,No,No,No,No,"https://scholar.google.com/citations?user=gv9_MeUAAAAJ&hl=en&oi=ao,https://publichealth.wustl.edu/scholars/alfred-h-kim/"
165,alfred m wu,761480792,Male,https://lkyspp.nus.edu.sg/our-people/faculty/wu-alfred-muluan,He,https://lkyspp.nus.edu.sg/our-people/faculty/wu-alfred-muluan,East Asian,https://lkyspp.nus.edu.sg/our-people/faculty/wu-alfred-muluan,No,No,Yes,No,No,No,Yes,https://lkyspp.nus.edu.sg/our-people/faculty/wu-alfred-muluan
166,alfredo garzino demo,3261184381,Male,https://fems-microbiology.org/meet-the-new-editors-in-chief-of-fems-pathogens-and-disease-alfredo-garzino-demo-2-of-3/,He,https://fems-microbiology.org/meet-the-new-editors-in-chief-of-fems-pathogens-and-disease-alfredo-garzino-demo-2-of-3/,Latinx,https://fems-microbiology.org/meet-the-new-editors-in-chief-of-fems-pathogens-and-disease-alfredo-garzino-demo-2-of-3/,Yes,No,No,No,No,No,No,https://www.medschool.umaryland.edu/profiles/Garzino-Demo-Alfredo/
168,ali hassan,141023843,Male,https://sahanjournal.com/remembering-minnesotans-lost-to-covid-19/hassan-nor-somali-elder-and-artist-whose-work-depicted-pre-war-somalia-dies-of-covid/,He,https://sahanjournal.com/remembering-minnesotans-lost-to-covid-19/hassan-nor-somali-elder-and-artist-whose-work-depicted-pre-war-somalia-dies-of-covid/,Black/African,https://sahanjournal.com/remembering-minnesotans-lost-to-covid-19/hassan-nor-somali-elder-and-artist-whose-work-depicted-pre-war-somalia-dies-of-covid/,No,No,No,No,No,No,No,https://sahanjournal.com/remembering-minnesotans-lost-to-covid-19/hassan-nor-somali-elder-and-artist-whose-work-depicted-pre-war-somalia-dies-of-covid/
169,ali khan,1980005122,Male,https://en.wikipedia.org/wiki/Ali_S._Khan,He,https://en.wikipedia.org/wiki/Ali_S._Khan,South Asian,https://en.wikipedia.org/wiki/Ali_S._Khan,Yes,Yes,No,Yes,No,No,No,"https://www.unmc.edu/publichealth/departments/epidemiology/facultyandstaff/ali-khan.html,https://en.wikipedia.org/wiki/Ali_S._Khan"
170,ali mokdad,1413935034,Male,http://www.healthdata.org/about/ali-mokdad,He,http://www.healthdata.org/about/ali-mokdad,Middle Eastern,http://www.healthdata.org/about/ali-mokdad,Yes,No,No,Yes,Yes,No,No,http://www.healthdata.org/about/ali-mokdad
172,ali nouri,1397195506,Male,https://fas.org/expert/ali-nouri/,He,https://fas.org/expert/ali-nouri/,Middle Eastern,https://fas.org/expert/ali-nouri/,Yes,No,No,Yes,No,No,No,https://fas.org/expert/ali-nouri/
173,ali yusuf,1664547161,Male,https://www.theguardian.com/world/2020/mar/20/africas-fragile-health-systems-rush-to-contain-coronavirus,He,https://www.theguardian.com/world/2020/mar/20/africas-fragile-health-systems-rush-to-contain-coronavirus,Middle Eastern,https://www.theguardian.com/world/2020/mar/20/africas-fragile-health-systems-rush-to-contain-coronavirus,No,Yes,No,Yes,No,No,No,https://www.theguardian.com/world/2020/mar/20/africas-fragile-health-systems-rush-to-contain-coronavirus
174,alice miranda ollstein,4048732922,Female,https://www.politico.com/states/staff/alice-miranda-ollstein,She,https://www.politico.com/states/staff/alice-miranda-ollstein,White/European,https://www.politico.com/states/staff/alice-miranda-ollstein,No,No,No,No,No,No,Yes,https://www.politico.com/states/staff/alice-miranda-ollstein
175,alina alonso,944140160,Female,https://flhealthinnovation.org/about-us/board-members/alina-alonso/,She,https://flhealthinnovation.org/about-us/board-members/alina-alonso/,Latinx,https://flhealthinnovation.org/about-us/board-members/alina-alonso/,Yes,Yes,No,Yes,No,No,No,"https://www.liebertpub.com/doi/abs/10.1089/jwh.2013.4352,https://flhealthinnovation.org/about-us/board-members/alina-alonso/"
176,aline holmes,2299569294,Female,https://www.rutgers.edu/news/grad-profile-high-level-health-care-administrator-earns-doctorate-nursing,She,https://www.rutgers.edu/news/grad-profile-high-level-health-care-administrator-earns-doctorate-nursing,White/European,https://www.rutgers.edu/news/grad-profile-high-level-health-care-administrator-earns-doctorate-nursing,Yes,Yes,No,Yes,No,No,No,"https://journals.sagepub.com/doi/full/10.1177/2165079916682524,https://nursing.rutgers.edu/profile/aline-m-holmes/"
177,alison barnett,2747995895,Unidentified,https://news.surreycc.gov.uk/2020/02/28/public-health-england-and-surrey-county-council-statement-on-confirmed-covid-19-case-in-surrey/,No info,https://news.surreycc.gov.uk/2020/02/28/public-health-england-and-surrey-county-council-statement-on-confirmed-covid-19-case-in-surrey/,Unknown,https://news.surreycc.gov.uk/2020/02/28/public-health-england-and-surrey-county-council-statement-on-confirmed-covid-19-case-in-surrey/,No,No,No,Yes,No,No,No,https://news.surreycc.gov.uk/2020/02/28/public-health-england-and-surrey-county-council-statement-on-confirmed-covid-19-case-in-surrey/
178,alison bateman house,236331020,Female,https://www.bio.org/events/bio-digital/speakers/862249,She,https://www.bio.org/events/bio-digital/speakers/862249,White/European,https://www.bio.org/events/bio-digital/speakers/862249,Yes,No,No,No,No,No,No,https://www.bio.org/events/bio-digital/speakers/862249
179,alison holman,804550097,Female,https://www.faculty.uci.edu/profile.cfm?faculty_id=5441,She,https://www.faculty.uci.edu/profile.cfm?faculty_id=5441,White/European,https://www.faculty.uci.edu/profile.cfm?faculty_id=5441,Yes,Yes,No,No,No,No,No,https://www.faculty.uci.edu/profile.cfm?faculty_id=5441
180,alison pittard,2436269421,Female,https://www.ficm.ac.uk/about-faculty/faculty-board,She,https://www.ficm.ac.uk/about-faculty/faculty-board,White/European,https://www.ficm.ac.uk/about-faculty/faculty-board,Yes,Yes,No,No,No,No,No,"https://academic.oup.com/bjaed/article/9/6/178/378580?login=true,https://www.ficm.ac.uk/about-faculty/faculty-boardn"
181,alison sinclair,3675709051,Female,https://profiles.sussex.ac.uk/p26183-alison-sinclair,She,https://profiles.sussex.ac.uk/p26183-alison-sinclair,White/European,https://profiles.sussex.ac.uk/p26183-alison-sinclair,Yes,No,No,No,No,No,No,https://profiles.sussex.ac.uk/p26183-alison-sinclair
182,alison tothy,2563381478,Female,https://www.uchicagomedicine.org/find-a-physician/physician/alison-tothy,She,https://feminem.org/speaker/alison-tothy-md/,White/European,https://www.uchicagomedicine.org/find-a-physician/physician/alison-tothy,Yes,Yes,No,No,No,No,No,"https://journals.lww.com/pec-online/Abstract/2012/07000/Using_a_Tablet_Computer_During_Pediatric.23.aspx,https://www.uchicagomedicine.org/find-a-physician/physician/alison-tothy"
183,alison whelan,3127589447,Female,https://www.aamc.org/who-we-are/our-leadership/biography/alison-j-whelan-md,She,https://www.aamc.org/who-we-are/our-leadership/biography/alison-j-whelan-md,White/European,https://www.aamc.org/who-we-are/our-leadership/biography/alison-j-whelan-md,Yes,Yes,No,No,Yes,No,No,"https://science.sciencemag.org/content/325/5943/965.abstract, https://www.aamc.org/who-we-are/our-leadership/biography/alison-j-whelan-md"
184,aliyah cardoza,3430562043,Female,https://nbcpalmsprings.com/2020/01/24/3-year-old-azusa-girl-hospitalized-for-1-month-with-common-form-of-coronavirus/,She,https://nbcpalmsprings.com/2020/01/24/3-year-old-azusa-girl-hospitalized-for-1-month-with-common-form-of-coronavirus/,Unknown,https://nbcpalmsprings.com/2020/01/24/3-year-old-azusa-girl-hospitalized-for-1-month-with-common-form-of-coronavirus/,No,No,No,No,No,No,No,https://nbcpalmsprings.com/2020/01/24/3-year-old-azusa-girl-hospitalized-for-1-month-with-common-form-of-coronavirus/
185,allan lichtman,1102085860,Male,https://en.wikipedia.org/wiki/Allan_Lichtman,He,https://en.wikipedia.org/wiki/Allan_Lichtman,White/European,https://en.wikipedia.org/wiki/Allan_Lichtman,No,No,Yes,Yes,No,No,No,https://en.wikipedia.org/wiki/Allan_Lichtman
186,allan randrup thomsen,2442374706,Male,https://loop.frontiersin.org/people/308112/overview,He,https://iuis2019.org/symposium-speaker-allan-randrup-thomsen/,White/European,https://loop.frontiersin.org/people/308112/overview,Yes,Yes,No,No,No,No,No,"https://scholar.google.com/citations?user=j6LQaIcAAAAJ&hl=da,https://loop.frontiersin.org/people/308112/overviewn, https://iuis2019.org/symposium-speaker-allan-randrup-thomsen/"
187,allen cheng,2610030272,Male,https://lens.monash.edu/@medicine-health/2020/12/21/1382645/allen-cheng-the-professor-who-put-himself-in-the-public-firing-line-of-victorias-covid-19-health-response,He,https://lens.monash.edu/@medicine-health/2020/12/21/1382645/allen-cheng-the-professor-who-put-himself-in-the-public-firing-line-of-victorias-covid-19-health-response,East Asian,https://lens.monash.edu/@medicine-health/2020/12/21/1382645/allen-cheng-the-professor-who-put-himself-in-the-public-firing-line-of-victorias-covid-19-health-response,Yes,Yes,No,Yes,No,No,No,"https://scholar.google.com/citations?user=ToxT81EAAAAJ,https://lens.monash.edu/@medicine-health/2020/12/21/1382645/allen-cheng-the-professor-who-put-himself-in-the-public-firing-line-of-victorias-covid-19-health-response"
188,allen pietrobon,2974157520,Male,https://www.american.edu/cas/faculty/pietrob.cfm,He,https://www.american.edu/cas/faculty/pietrob.cfm,White/European,https://www.american.edu/cas/faculty/pietrob.cfm,No,No,Yes,No,No,No,No,"https://scholar.google.com/citations?user=dTupnv4AAAAJ&hl=en,https://www.american.edu/cas/faculty/pietrob.cfm"
189,allen sills,4135575591,Male,https://www.nfl.com/playerhealthandsafety/resources/allen-sills-md,He,https://www.nfl.com/playerhealthandsafety/resources/allen-sills-md,White/European,https://www.nfl.com/playerhealthandsafety/resources/allen-sills-md,Yes,Yes,No,No,Yes,No,No,"https://bjsm.bmj.com/content/51/11/838,https://www.nfl.com/playerhealthandsafety/resources/allen-sills-md"
191,allison aiello,2709732908,Female,https://sph.unc.edu/adv_profile/allison-e-aiello-phd/,She,https://en.wikipedia.org/wiki/Allison_E._Aiello,Latinx,https://sph.unc.edu/adv_profile/allison-e-aiello-phd/,Yes,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Allison_E._Aiello
