orig_index,raw_name,num_words,top20_candidates_with_score,possible_candidate,sex_at_birth,comment/reference,pronoun_denoting_gender,comment/reference,race_ethnicity,comment/reference,public_health_researcher,practitioner/clinician/physician,non_public_health_researcher,politician/govt service/policymaker,industry_expert,celebrity,journalist,comment/reference
1330,dolly parton,2,"[('daron cowley', 64), ('delaney ruston', 62), ('polly price', 61), ('don', 60), ('peter donnelly', 59), ('wendy parmet', 58), ('donald milton', 56), ('perrone', 56), ('pastore', 56), ('paterson', 56), ('amy dalton', 55), ('don milton', 55), ('danielle anderson', 55), ('john dougill', 55), ('andrew preston', 54), ('daniel reardon', 54), ('don williamson', 54), ('ron paul', 53), ('del rio', 53), ('sean p conley', 53)]",SELF,Female,https://en.wikipedia.org/wiki/Dolly_Parton,She,https://en.wikipedia.org/wiki/Dolly_Parton,White/European,https://en.wikipedia.org/wiki/Dolly_Parton,No,No,No,No,No,Yes,No,https://en.wikipedia.org/wiki/Dolly_Parton
1331,dominic dwyer,2,"[('dominic raab', 72), ('john dwyer', 70), ('doom', 68), ('dominic travis', 67), ('don', 60), ('dominique mosbergen', 56), ('dan doyle', 55), ('dorian alexander', 55), ('doris day', 55), ('dominique heinke', 55), ('francesca dominici', 55), ('devon', 54), ('kamini doobay', 54), ('o day', 54), ('don jr', 53), ('nick desai', 52), ('michele dauber', 52), ('edward dubovi', 51), ('tim duy', 51), ('mike dewine', 50)]",SELF,Male,https://en.wikipedia.org/wiki/Dom_Dwyer,He,https://en.wikipedia.org/wiki/Dom_Dwyer,Black/African,https://en.wikipedia.org/wiki/Dom_Dwyer,No,No,No,No,No,Yes,No,https://en.wikipedia.org/wiki/Dom_Dwyer
1332,dominic raab,2,"[('raab', 90), ('dominic travis', 77), ('dominic dwyer', 72), ('francesca dominici', 71), ('doom', 68), ('rohini haar', 61), ('don', 60), ('damian caraballo', 57), ('don jr', 56), ('roshini rajapaksa', 55), ('dania rajendra', 54), ('diana brainard', 54), ('devon', 54), ('diana adama', 52), ('fredric rabinowitz', 52), ('dominique thompson', 52), ('dominique mosbergen', 52), ('vincent racaniello', 52), ('raina mcintyre', 51), ('rafael fonseca', 51)]",SELF,Male,https://en.wikipedia.org/wiki/Dominic_Raab,He,https://en.wikipedia.org/wiki/Dominic_Raab,White/European,https://en.wikipedia.org/wiki/Dominic_Raab,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Dominic_Raab
1333,dominic travis,2,"[('travis', 90), ('dominic raab', 77), ('davis', 72), ('doom', 68), ('dominic dwyer', 67), ('francesca dominici', 66), ('travis stork', 64), ('travis gayles', 60), ('don', 60), ('li tan', 60), ('diane francis', 59), ('aaron c davis', 59), ('dominique thompson', 56), ('nam tran', 56), ('brian davis', 56), ('muntu davis', 56), ('nick turkal', 56), ('tina tan', 56), ('anissa davis', 54), ('devon', 54)]",SELF,Male,https://vetmed.umn.edu/bio/college-of-veterinary-medicine/dominic-travis,He,https://vetmed.umn.edu/bio/college-of-veterinary-medicine/dominic-travis,White/European,https://vetmed.umn.edu/bio/college-of-veterinary-medicine/dominic-travis,Yes,Yes,No,No,No,No,No,https://vetmed.umn.edu/bio/college-of-veterinary-medicine/dominic-travis
1334,dominique heinke,2,"[('dominique thompson', 71), ('dominique mosbergen', 69), ('doom', 68), ('don', 60), ('herzik', 60), ('mike dewine', 59), ('daniel fein', 59), ('daniel berliner', 58), ('david scheinker', 58), ('bonnie henry', 57), ('daniel klein', 57), ('daniel schneider', 56), ('dominic dwyer', 55), ('mike debonis', 54), ('devon', 54), ('daniel levitin', 53), ('daniel diekema', 53), ('didier houssin', 53), ('dominic travis', 53), ('daniel winetsky', 52)]",SELF,Female,https://epiresearch.org/annual-meeting/2020-meeting/ser-faculty/dominique-heinke/,She,https://epiresearch.org/annual-meeting/2020-meeting/ser-faculty/dominique-heinke/,White/European,https://epiresearch.org/annual-meeting/2020-meeting/ser-faculty/dominique-heinke/,Yes,No,No,No,No,No,No,https://epiresearch.org/annual-meeting/2020-meeting/ser-faculty/dominique-heinke/
1335,dominique mosbergen,2,"[('monique', 77), ('dominique thompson', 70), ('dominique heinke', 69), ('doom', 68), ('ginni mansberg', 61), ('mike rosenberg', 61), ('daniel bober', 60), ('don', 60), ('dominic dwyer', 56), ('oliver morgan', 56), ('ben musser', 54), ('devon', 54), ('kate moore', 54), ('serena masino', 53), ('daniel berliner', 53), ('josefina moreno', 53), ('dominic raab', 52), ('piers morgan', 52), ('ms sturgeon', 51), ('daniel reaven', 50)]",SELF,Female,https://www.huffpost.com/author/dominique-mosbergen,She,https://www.huffpost.com/author/dominique-mosbergen,White/European,https://www.huffpost.com/author/dominique-mosbergen,No,No,No,No,No,No,Yes,https://www.huffpost.com/author/dominique-mosbergen
1336,dominique thompson,2,"[('thompson', 90), ('thomas', 75), ('robin thompson', 75), ('bennie thompson', 73), ('dominique heinke', 71), ('dominique mosbergen', 70), ('kenan thompson', 69), ('doom', 68), ('robert thompson', 67), ('thomas file', 62), ('top us', 60), ('anita thomas', 60), ('don', 60), ('thomas lee', 60), ('celine thum', 58), ('denise thames', 58), ('thomas house', 57), ('thomas byrne', 57), ('tom ridge', 57), ('didier houssin', 56)]",SELF,Female,https://buzzconsulting.co.uk/about,She,https://buzzconsulting.co.uk/about,White/European,https://buzzconsulting.co.uk/about,Yes,Yes,No,No,No,No,No,https://buzzconsulting.co.uk/about
1337,don,1,"[('norah o donnell', 90), ('don milton', 90), ('don jr', 90), ('jin dongyan', 90), ('donovan mitchell', 90), ('donald tashkin', 90), ('donald milton', 90), ('brian donohoe', 90), ('jin dong yan', 90), ('donald trump trump', 90), ('kim dong yup', 90), ('donald j trump', 90), ('donald allegra', 90), ('christl donnelly', 90), ('donald trump', 90), ('michael donnino', 90), ('donna green', 90), ('dongcheng wu', 90), ('peter donnelly', 90), ('eugene o donnell', 90)]",na,,,,,,,,,,,,,,
1338,don dizon,2,"[('don', 90), ('don jr', 86), ('don williamson', 86), ('don milton', 74), ('don lemon', 67), ('donald milton', 64), ('duncan dickson', 61), ('jodie dionne odom', 60), ('minh cuong duong', 60), ('rob davidson', 57), ('john dearing', 57), ('danielle citron', 57), ('don moynihan', 57), ('dan doyle', 56), ('davidson', 56), ('nick dennison', 55), ('donna hoffman', 55), ('david gordon', 54), ('devon', 54), ('o day', 54)]",SELF,Male,https://www.lifespan.org/don-s-dizon-md,He,https://www.lifespan.org/don-s-dizon-md,East Asian,https://www.lifespan.org/don-s-dizon-md,Yes,Yes,No,No,No,No,No,https://www.lifespan.org/don-s-dizon-md
1339,don jr,2,"[('don', 90), ('andrew coggins jr', 86), ('charles j ogletree jr', 86), ('lionel p robert jr', 86), ('don milton', 86), ('philip tierno jr', 86), ('eddie debartolo jr', 86), ('alvin tillery jr', 86), ('thomas m file jr', 86), ('don lemon', 86), ('thomas w eppes jr', 86), ('f brobson lutz jr', 86), ('don dizon', 86), ('jerry falwell jr', 86), ('stew leonard jr', 86), ('don moynihan', 86), ('don kettl', 86), ('don williamson', 86), ('sheldon jacobson', 75), ('jorge alvarado', 71)]",SELF,Male,https://en.wikipedia.org/wiki/Donald_Trump_Jr.,He,https://en.wikipedia.org/wiki/Donald_Trump_Jr.,White/European,https://en.wikipedia.org/wiki/Donald_Trump_Jr.,No,No,No,Yes,Yes,No,No,https://en.wikipedia.org/wiki/Donald_Trump_Jr.
1340,don kettl,2,"[('don', 90), ('don jr', 86), ('don williamson', 86), ('kent', 68), ('angok gordon kuol', 64), ('doron katz', 63), ('donnell', 62), ('downey', 60), ('jon karl', 59), ('jennifer dragonette', 57), ('kent collin', 57), ('kathleen gibson', 57), ('jane duckett', 57), ('don lemon', 56), ('orin kerr', 56), ('carl o donnell', 56), ('ron klain', 56), ('kelly', 54), ('peter dutton', 54), ('mike debonis', 54)]",SELF,Male,https://lbj.utexas.edu/kettl-donald-f,He,https://lbj.utexas.edu/kettl-donald-f,White/European,https://lbj.utexas.edu/kettl-donald-f,No,No,Yes,Yes,No,No,No,https://lbj.utexas.edu/kettl-donald-f
1341,don lemon,2,"[('don', 90), ('don jr', 86), ('don williamson', 86), ('don milton', 74), ('don dizon', 67), ('don moynihan', 67), ('donald milton', 64), ('john logan', 63), ('do jun lee', 63), ('ned lamont', 63), ('downey', 60), ('joseph d salamone', 60), ('lee', 60), ('donna green', 60), ('doo ryeon chung', 60), ('leonard go', 60), ('saul coronado de leon', 60), ('sune lehmann jrgensen', 60), ('chunlin leonhard', 60), ('ann leen', 59)]",SELF,Male,https://en.wikipedia.org/wiki/Don_Lemon,He,https://en.wikipedia.org/wiki/Don_Lemon,Black/African,https://en.wikipedia.org/wiki/Don_Lemon,No,No,No,No,No,No,Yes,https://en.wikipedia.org/wiki/Don_Lemon
1342,don milton,2,"[('don', 90), ('donald milton', 87), ('don jr', 86), ('aaron milstone', 75), ('denis hamilton', 75), ('don lemon', 74), ('don dizon', 74), ('milton wolf', 72), ('milton keynes', 71), ('john mixon', 70), ('don williamson', 67), ('don moynihan', 64), ('mariana chilton', 63), ('carolyn maloney', 63), ('dennis mileti', 61), ('tim minton', 60), ('minh cuong duong', 60), ('ken milani', 60), ('mailonline ami jones', 60), ('reutersdylan martinez london', 60)]",donald milton,,,,,,,,,,,,,,
1343,don moynihan,2,"[('don', 90), ('don jr', 86), ('don lemon', 67), ('brian monahan', 64), ('don milton', 64), ('doug noonan', 61), ('mihran aroian', 61), ('jin dong yan', 58), ('jon michaels', 58), ('jin dongyan', 58), ('lona mody', 57), ('dan tehan', 57), ('don dizon', 57), ('michael dowling', 56), ('daniel roshan', 56), ('donna hoffman', 56), ('donald milton', 56), ('michael donnino', 56), ('ken milani', 55), ('michael ison', 55)]",SELF,Male,https://gufaculty360.georgetown.edu/s/contact/0033600001i3sNRAAY/donald-moynihan,He,https://gufaculty360.georgetown.edu/s/contact/0033600001i3sNRAAY/donald-moynihan,White/European,https://gufaculty360.georgetown.edu/s/contact/0033600001i3sNRAAY/donald-moynihan,No,No,Yes,No,No,No,No,https://gufaculty360.georgetown.edu/s/contact/0033600001i3sNRAAY/donald-moynihan
1344,don williamson,2,"[('williams', 90), ('don', 90), ('william', 90), ('don jr', 86), ('don lemon', 86), ('don dizon', 86), ('don kettl', 86), ('john williams', 81), ('phillip williamson', 79), ('ian williams', 77), ('c william hanson', 73), ('john wilson', 72), ('brian williams', 71), ('david williams', 71), ('amanda williams', 69), ('serena williams', 69), ('tim williams', 69), ('william nelson cromwell', 68), ('willson', 67), ('don milton', 67)]",SELF,Male,https://en.wikipedia.org/wiki/Don_Williamson,He,https://en.wikipedia.org/wiki/Don_Williamson,White/European,https://en.wikipedia.org/wiki/Don_Williamson,No,No,No,Yes,No,No,No,https://en.wikipedia.org/wiki/Don_Williamson
1345,donald allegra,2,"[('don', 90), ('donald marks', 69), ('donald schaffner', 67), ('donald trump trump', 64), ('alex', 64), ('donald trump', 64), ('david allen', 64), ('david walker', 62), ('david muller', 62), ('donna e shalala', 62), ('alex brandonap', 61), ('liz allen', 60), ('donald milton', 60), ('ali', 60), ('ala', 60), ('donald bolduc', 60), ('daniel alpert', 59), ('david halpern', 59), ('david wallace', 59), ('daniel batlle', 59)]",SELF,Male,https://idcare.com/experts/allegra-donald/,He,https://idcare.com/experts/allegra-donald/,White/European,https://idcare.com/experts/allegra-donald/,Yes,Yes,No,Yes,No,No,No,https://idcare.com/experts/allegra-donald/
1346,donald bolduc,2,"[('don', 90), ('donald trump trump', 64), ('donald trump', 64), ('donald marks', 64), ('dana gold', 64), ('donald milton', 62), ('donald tashkin', 60), ('donald j trump', 60), ('donald allegra', 60), ('donald schaffner', 60), ('wuha donald trump', 60), ('daniel lucy', 58), ('ronald bayer', 56), ('daniel lucey', 56), ('bouey', 54), ('devon', 54), ('david holland', 54), ('ronald brownstein', 53), ('mircea dinu bordiniuc', 53), ('bonnie maldonado', 52)]",SELF,Male,https://en.wikipedia.org/wiki/Donald_C._Bolduc,He,https://en.wikipedia.org/wiki/Donald_C._Bolduc,White/European,https://en.wikipedia.org/wiki/Donald_C._Bolduc,No,No,No,Yes,No,No,No,https://donbolduc.com/about/
1347,donald j trump,3,"[('donald trump trump', 95), ('donald trump', 95), ('trump', 90), ('don', 90), ('wuha donald trump', 87), ('charles j ogletree jr', 86), ('top trump', 86), ('john g trump', 69), ('john trump', 67), ('donald marks', 64), ('lara trump', 64), ('will trump', 64), ('eric trump', 64), ('ivanka trump', 62), ('don jr', 60), ('donald bolduc', 60), ('donald milton', 60), ('fauci trump', 59), ('melania trump', 59), ('sonal tuli', 58)]",donald trump,,,,,,,,,,,,,,
1348,donald marks,2,"[('don', 90), ('donald trump trump', 86), ('mark ali', 75), ('donald allegra', 69), ('donald tashkin', 69), ('marr', 68), ('ross mcdonald', 68), ('donald trump', 67), ('ross macdonald', 66), ('wuha donald trump', 64), ('mark dworkin', 64), ('donald schaffner', 64), ('howard markel', 64), ('donald bolduc', 64), ('donald milton', 64), ('donald j trump', 64), ('mark denison', 64), ('rice mcdonald', 61), ('mark ghaly', 61), ('david clark', 61)]",SELF,Male,https://www.marksandbrooklier.com/,He,https://www.marksandbrooklier.com/,White/European,https://www.marksandbrooklier.com/,No,No,No,No,Yes,No,No,https://www.marksandbrooklier.com/
1349,donald milton,2,"[('don', 90), ('don milton', 87), ('milton wolf', 71), ('donald tashkin', 67), ('aaron milstone', 67), ('denis hamilton', 67), ('donald marks', 64), ('donald trump trump', 64), ('moulton', 64), ('don lemon', 64), ('don dizon', 64), ('donald trump', 64), ('donald bolduc', 62), ('john mixon', 61), ('renate mai dalton', 60), ('wuha donald trump', 60), ('donald schaffner', 60), ('donald allegra', 60), ('milton keynes', 60), ('donald j trump', 60)]",SELF,Male,https://sph.umd.edu/people/donald-milton,He,https://sph.umd.edu/people/donald-milton,White/European,https://sph.umd.edu/people/donald-milton,Yes,No,No,No,No,No,No,https://sph.umd.edu/people/donald-milton
1350,donald schaffner,2,"[('schaffner', 90), ('don', 90), ('willam schaffner', 69), ('william schaffner', 68), ('leonard schleifer', 67), ('donald allegra', 67), ('donald tashkin', 67), ('david scheinker', 65), ('david sanger', 64), ('donald marks', 64), ('donald trump trump', 64), ('nada sanders', 64), ('donald trump', 64), ('dan schnur', 62), ('adam schefter', 62), ('donna hoffman', 62), ('daniel schnieder', 62), ('edward schneider', 62), ('daniel schneider', 62), ('david sanders', 62)]",SELF,Male,https://foodsci.rutgers.edu/schaffner/,He,https://foodsci.rutgers.edu/schaffner/,White/European,https://foodsci.rutgers.edu/schaffner/,Yes,No,No,No,No,No,No,https://foodsci.rutgers.edu/schaffner/
1351,donald tashkin,2,"[('don', 90), ('donald marks', 69), ('donald milton', 67), ('donald schaffner', 67), ('david shulkin', 67), ('donald trump trump', 64), ('donald trump', 64), ('david tan', 61), ('donald bolduc', 60), ('li tan', 60), ('gayil talshir', 59), ('sonal tuli', 58), ('donald j trump', 57), ('donald allegra', 57), ('wuha donald trump', 57), ('david oshinsky', 57), ('owen tsang tak yin', 56), ('nam tran', 56), ('david kamin', 56), ('tina tan', 56)]",SELF,Male,https://en.wikipedia.org/wiki/Donald_Tashkin,He,https://en.wikipedia.org/wiki/Donald_Tashkin,White/European,https://en.wikipedia.org/wiki/Donald_Tashkin,Yes,Yes,No,No,No,No,No,https://en.wikipedia.org/wiki/Donald_Tashkin
1352,donald trump,2,"[('donald j trump', 95), ('wuha donald trump', 95), ('donald trump trump', 90), ('don', 90), ('trump', 90), ('john trump', 73), ('top trump', 67), ('ivanka trump', 67), ('donald marks', 67), ('john g trump', 67), ('lara trump', 64), ('donald tashkin', 64), ('donald milton', 64), ('donald allegra', 64), ('sonal tuli', 64), ('donald schaffner', 64), ('eric trump', 64), ('will trump', 64), ('donald bolduc', 64), ('melania trump', 64)]",SELF,Male,https://en.wikipedia.org/wiki/Donald_Trump,He,https://en.wikipedia.org/wiki/Donald_Trump,White/European,https://en.wikipedia.org/wiki/Donald_Trump,No,No,No,Yes,Yes,Yes,No,https://en.wikipedia.org/wiki/Donald_Trump
1353,donald trump trump,3,"[('donald j trump', 95), ('wuha donald trump', 95), ('don', 90), ('donald trump', 90), ('trump', 90), ('lara trump', 86), ('top trump', 86), ('ivanka trump', 86), ('fauci trump', 86), ('donald marks', 86), ('john trump', 86), ('eric trump', 86), ('will trump', 86), ('john g trump', 86), ('donald tashkin', 64), ('donald milton', 64), ('donald allegra', 64), ('donald schaffner', 64), ('donald bolduc', 64), ('sonal tuli', 63)]",donald trump,,,,,,,,,,,,,,
1354,dong guoju,2,"[('don', 90), ('don jr', 62), ('wang gungwu', 57), ('sonia giusto', 55), ('kim dong yup', 55), ('dongcheng wu', 55), ('jin dongyan', 54), ('jin dong yan', 54), ('kim dong bae', 54), ('george zgourides', 54), ('angok gordon kuol', 54), ('gu su', 54), ('devon', 54), ('minh cuong duong', 54), ('xinqi dong', 54), ('jim down', 53), ('don lemon', 53), ('dana gold', 53), ('jon garon', 53), ('don dizon', 53)]",SELF,Female,https://www.youtube.com/watch?v=K-O6FpjDReE,She,https://www.youtube.com/watch?v=K-O6FpjDReE,East Asian,https://www.youtube.com/watch?v=K-O6FpjDReE,Yes,Yes,No,No,No,No,No,https://www.youtube.com/watch?v=K-O6FpjDReE
1355,dongcheng wu,2,"[('don', 90), ('henry wu', 86), ('jinzi wu', 86), ('alan wu', 86), ('wong chin huat', 62), ('wilbur chen', 58), ('dong guoju', 55), ('dan schnur', 55), ('winch', 54), ('devon', 54), ('donna green', 52), ('doo ryeon chung', 52), ('wang gungwu', 52), ('wang yu', 51), ('donnell', 51), ('gretchen whitmer', 50), ('dan crenshaw', 50), ('kim dong yup', 50), ('duncan watts', 50), ('wong ka hing', 50)]",SELF,Male,https://www.dailymail.co.uk/news/article-8116881/Doctor-claims-breakthrough-stem-cell-injections-treat-coronavirus.html,He,https://www.dailymail.co.uk/news/article-8116881/Doctor-claims-breakthrough-stem-cell-injections-treat-coronavirus.html,East Asian,https://www.dailymail.co.uk/news/article-8116881/Doctor-claims-breakthrough-stem-cell-injections-treat-coronavirus.html,Yes,Yes,No,No,No,No,No,https://www.dailymail.co.uk/news/article-8116881/Doctor-claims-breakthrough-stem-cell-injections-treat-coronavirus.html
1356,donna e shalala,3,"[('don', 90), ('donnell', 64), ('donald allegra', 62), ('hina shah', 60), ('don jr', 60), ('nancy e wallace', 60), ('donna green', 59), ('robert a salata', 57), ('robert salata', 57), ('donna hoffman', 57), ('edsel salvana', 57), ('daron shaw', 56), ('hai shao', 56), ('daniel wallace', 55), ('sonia y angell', 55), ('john e schwarz', 55), ('safar', 54), ('denis nash', 54), ('nirav shah', 54), ('devon', 54)]",SELF,Female,https://en.wikipedia.org/wiki/Donna_Shalala,She,https://en.wikipedia.org/wiki/Donna_Shalala,Middle Eastern,https://en.wikipedia.org/wiki/Donna_Shalala,No,No,Yes,Yes,No,No,No,https://en.wikipedia.org/wiki/Donna_Shalala
1357,donna green,2,"[('don', 90), ('adam green', 76), ('catriona greenwood', 74), ('dena chretien', 67), ('josh green', 67), ('mark green', 67), ('al gore', 64), ('gena greher', 64), ('dana garfin', 64), ('david greenberg', 62), ('karen dynan', 61), ('mark greeven', 61), ('dena grayson', 61), ('fiona godlee', 61), ('lauren green', 61), ('don jr', 60), ('don lemon', 60), ('jon garon', 60), ('michael green', 59), ('donna e shalala', 59)]",SELF,Female,https://www.bees.unsw.edu.au/our-people/donna-green,She,https://www.bees.unsw.edu.au/our-people/donna-green,White/European,https://www.bees.unsw.edu.au/our-people/donna-green,Yes,No,No,No,No,No,No,https://www.bees.unsw.edu.au/our-people/donna-green
